"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
4,13,29,42,70,90,156,230,384,605,792,878,897,802,666,437,285,185,123,60,52
3,7,9,16,46,71,160,243,373,533,583,737,840,770,646,540,358,248,191,104,85
3,5,5,17,21,52,93,159,282,350,596,677,730,696,639,611,469,315,202,151,97
2,3,2,10,13,20,19,32,37,56,88,141,262,356,501,669,811,908,741,642,492
6,8,21,30,42,59,115,163,242,356,461,633,736,814,799,664,463,374,208,126,91
5,12,28,41,72,117,207,341,519,700,854,862,847,593,492,351,217,126,90,48,36
2,6,9,20,39,48,60,70,138,237,369,529,725,848,841,740,654,492,343,218,167
3,2,4,6,10,12,9,21,35,65,106,138,248,331,455,683,768,784,721,673,513
6,8,27,54,90,129,269,422,584,779,930,973,811,627,477,277,164,103,63,52,21
1,4,6,6,17,26,35,74,92,162,238,389,543,687,815,824,675,608,469,323,210
3,4,6,11,34,55,121,170,252,333,475,644,740,777,785,628,565,354,262,180,106
4,5,13,14,14,20,28,65,161,285,416,559,743,823,794,709,572,431,321,243,162
6,8,10,8,13,27,49,94,133,214,369,456,675,803,829,760,662,493,376,253,178
2,5,7,16,25,47,48,85,127,214,315,391,572,626,784,735,714,583,412,298,263
2,1,9,7,16,38,63,138,208,301,433,575,725,774,856,881,623,443,298,179,123
4,4,11,24,29,47,76,153,252,392,516,660,759,861,758,674,496,369,275,179,122
3,3,13,15,24,29,62,111,202,320,483,651,800,903,818,685,547,432,292,200,113
2,7,5,12,10,25,36,42,34,50,78,105,207,304,475,670,834,873,741,666,504
5,9,32,36,93,149,276,350,531,628,770,852,773,638,510,366,264,190,109,61,47
8,14,22,37,49,74,140,232,341,491,688,777,850,777,686,508,362,250,173,101,62
2,1,2,2,4,5,5,7,0,2,4,16,20,27,64,109,167,264,368,465,607
3,2,3,7,5,15,21,16,45,104,181,256,341,508,664,859,946,809,662,449,318
4,7,18,37,65,116,198,282,403,643,717,800,844,700,552,456,314,231,122,82,54
3,6,23,40,60,107,165,240,416,601,748,858,789,749,568,433,358,240,144,121,59
10,13,30,24,31,52,73,119,189,254,382,536,666,759,790,799,636,442,296,199,147
1,3,7,7,14,18,30,56,73,135,234,362,571,729,828,909,915,763,524,304,219
5,8,14,31,42,60,78,134,198,301,503,630,827,800,786,671,567,386,279,162,94
3,4,15,19,18,20,19,38,73,110,192,265,417,580,808,940,910,834,578,442,246
2,4,4,11,19,20,34,63,104,189,273,434,610,789,905,804,762,582,450,295,167
3,8,5,15,13,33,69,132,236,345,480,641,851,866,818,709,469,374,283,186,99
2,2,2,8,15,21,47,87,151,226,366,507,699,819,837,863,639,487,334,230,156
6,8,37,75,123,198,321,465,590,810,836,804,682,516,383,300,207,146,97,56,45
1,2,4,6,12,30,48,118,157,231,399,554,754,844,851,790,654,459,334,200,154
5,6,4,7,4,9,13,54,90,114,180,287,370,480,664,746,798,702,610,474,349
2,7,17,21,51,67,100,141,210,236,409,532,669,739,731,723,591,401,314,231,164
4,11,32,33,53,76,119,191,270,368,539,691,864,857,711,550,389,250,186,108,83
7,23,44,67,122,152,224,325,449,614,745,796,742,573,512,343,235,161,106,75,45
7,6,5,7,14,20,29,41,83,147,227,297,459,697,803,851,825,677,505,378,238
4,4,2,2,2,1,3,3,13,26,25,61,95,149,240,312,465,606,754,835,776
3,2,2,5,11,19,24,23,40,60,143,234,344,457,686,822,845,836,624,499,336
1,8,16,35,68,88,115,188,276,410,535,784,880,832,829,584,423,277,190,89,50
3,9,19,28,55,84,163,223,349,473,654,823,900,794,615,476,303,229,144,79,55
7,5,10,18,38,64,95,150,221,339,488,676,759,889,866,695,479,348,236,154,109
2,6,16,34,66,124,187,310,443,627,706,779,785,752,592,447,313,209,121,81,57
3,2,15,25,24,33,53,116,154,245,366,482,647,727,800,740,640,537,401,246,193
3,8,22,34,57,99,186,290,398,535,751,869,901,774,528,417,290,207,152,111,58
2,6,13,18,33,54,85,128,201,304,430,601,799,903,921,762,573,387,238,161,85
4,8,15,40,80,132,235,294,437,554,818,842,820,702,561,399,273,196,128,77,49
3,5,1,3,2,5,9,3,5,3,10,18,51,63,100,150,239,368,508,746,844
2,3,2,3,2,4,3,15,24,37,53,66,97,184,265,423,546,711,843,836,748
3,5,20,28,33,71,96,162,218,307,475,589,720,772,743,648,492,418,298,213,155
3,5,11,17,32,45,90,115,173,283,435,565,716,754,875,743,592,439,288,241,147
4,7,9,16,33,42,86,129,208,302,446,581,712,743,778,694,571,422,287,204,144
4,4,4,9,25,22,38,29,57,79,135,248,423,620,742,886,871,767,617,443,278
7,5,7,15,25,49,75,114,199,282,495,624,812,929,857,698,495,363,231,145,81
2,4,1,3,3,6,1,13,7,8,7,3,12,10,13,35,72,101,146,245,413
2,2,3,4,4,13,28,46,66,140,229,350,539,701,882,903,772,650,425,303,229
2,1,1,7,15,40,54,69,99,147,226,297,422,504,656,789,777,695,542,440,311
4,1,3,5,11,10,22,43,41,77,117,207,305,454,583,760,766,768,706,516,376
3,13,5,4,9,16,18,31,68,103,138,240,344,487,573,633,706,621,587,472,392
3,5,17,33,48,77,113,189,305,442,602,701,699,743,660,572,427,330,247,127,104
3,9,8,9,9,41,54,79,143,219,348,450,672,754,876,863,760,549,424,261,176
3,6,7,23,37,73,146,236,360,489,640,710,748,810,674,549,385,275,185,133,73
3,10,8,7,8,15,36,55,131,187,332,371,554,663,725,737,648,578,454,308,177
2,2,3,3,6,14,24,47,79,136,171,253,409,599,653,864,839,729,570,462,315
2,4,8,18,32,51,96,117,193,357,452,629,734,851,782,621,513,376,266,178,119
7,17,31,50,80,101,158,228,290,444,578,672,804,813,689,561,433,269,166,132,70
1,2,3,16,39,61,107,177,295,442,588,687,832,790,779,603,491,300,207,117,84
4,7,19,27,42,90,135,176,244,323,490,529,683,701,599,603,530,391,297,196,134
2,16,22,48,85,145,252,450,537,710,804,815,776,650,486,343,204,129,86,64,39
3,8,10,22,45,66,68,105,182,234,302,484,706,840,823,750,662,480,330,205,132
3,5,4,18,56,83,129,258,381,520,762,856,822,727,592,440,313,237,126,86,47
4,18,20,45,87,108,190,275,425,555,752,830,887,764,512,393,285,176,108,76,51
1,4,11,18,29,45,79,98,185,339,433,570,732,790,826,742,579,389,319,218,132
4,3,14,21,47,81,104,172,257,408,611,873,865,918,822,563,434,272,168,113,80
3,8,6,8,11,14,16,32,59,87,176,243,349,417,526,689,800,736,720,564,418
2,0,2,3,16,17,36,65,133,206,294,384,456,586,685,805,825,738,500,365,242
3,6,6,9,18,38,45,83,147,244,349,524,712,802,877,788,618,487,383,277,150
1,5,8,9,7,11,9,5,10,12,12,40,81,129,179,248,413,525,747,823,827
5,10,8,24,54,75,92,151,217,326,491,678,784,790,743,611,483,340,222,136,85
7,8,17,19,26,42,63,106,189,249,408,581,675,747,773,676,564,474,359,266,159
2,7,15,32,47,65,95,145,201,306,437,585,756,822,832,624,491,379,270,187,149
6,17,16,23,41,81,141,219,366,513,771,970,1032,895,611,473,295,204,138,93,36
1,1,2,16,18,19,20,9,14,26,53,81,111,171,243,324,472,610,703,857,820
3,2,7,5,15,13,21,29,51,71,132,219,335,469,607,764,815,827,757,575,406
2,0,2,2,0,5,2,8,22,28,59,102,176,266,397,572,682,738,768,714,565
5,7,7,12,25,23,63,96,168,282,460,552,731,793,818,769,606,459,294,209,131
3,6,16,13,16,39,57,144,205,307,413,587,774,845,787,712,496,368,263,162,102
3,3,22,34,60,117,170,268,367,481,719,794,852,781,648,460,359,291,143,104,69
3,7,11,34,56,121,157,267,435,621,779,852,829,721,528,401,278,206,109,69,51
4,2,1,2,7,10,20,40,71,127,219,290,404,580,738,796,772,653,581,467,339
4,4,10,11,25,39,81,102,193,299,459,621,808,845,809,667,524,419,273,193,126
5,3,3,17,23,32,40,94,138,222,323,449,579,739,823,801,699,530,424,250,199
1,3,7,15,28,47,50,83,144,268,418,636,789,884,879,724,579,442,267,201,107
6,7,9,5,11,28,68,90,134,243,353,482,569,641,733,755,582,544,374,287,184
3,8,17,25,44,60,113,155,275,447,612,734,836,889,779,600,440,294,199,141,80
3,2,5,12,12,30,38,60,102,155,238,309,510,697,804,885,747,582,460,361,227
4,7,8,18,35,56,92,141,218,359,477,584,810,829,788,727,540,391,246,156,103
2,1,4,4,5,13,17,43,45,91,151,200,319,504,689,750,791,791,721,480,361
4,6,9,14,31,19,47,54,97,136,200,331,419,464,604,668,705,705,593,470,365
2,3,1,4,12,20,34,30,55,88,189,316,485,665,822,858,838,744,522,413,255
6,7,5,7,11,27,47,84,117,154,288,411,648,742,762,807,617,497,388,295,233
3,6,12,12,31,55,98,126,261,360,573,778,902,877,753,572,449,313,245,132,90
4,9,11,30,43,46,86,128,205,300,413,527,722,711,778,755,586,473,310,227,137
2,1,5,3,3,1,2,7,7,17,31,46,82,142,211,333,554,717,912,871,828
5,6,5,5,13,39,72,149,225,322,425,550,683,758,796,657,548,421,293,175,134
2,2,20,34,44,82,152,224,314,439,626,741,791,775,671,511,406,290,190,135,87
6,7,7,20,8,24,36,50,76,124,231,360,508,766,902,943,804,662,494,298,184
4,16,34,46,56,81,143,213,305,410,523,714,764,795,687,588,440,296,208,126,86
7,11,18,33,40,101,199,298,485,673,748,844,819,719,641,421,297,187,106,72,37
2,5,11,24,31,41,71,91,125,189,288,422,593,738,813,760,633,538,432,331,219
3,3,1,7,6,6,13,21,31,57,97,165,257,377,533,614,743,754,709,681,458
1,1,1,8,6,12,15,11,29,46,88,143,203,312,388,551,607,720,720,772,531
3,2,3,7,9,22,48,50,68,94,146,224,298,460,642,803,793,810,649,495,343
7,21,45,66,86,117,173,260,354,572,659,759,750,733,588,445,302,197,155,100,64
2,5,4,12,25,37,49,97,120,197,323,468,600,703,776,750,659,540,411,311,208
8,3,5,10,8,8,25,20,35,56,87,126,168,270,376,584,713,823,772,660,517
5,19,30,58,76,103,160,261,398,515,674,744,730,705,554,416,350,224,180,137,75
3,15,21,43,47,102,205,294,421,629,783,816,763,699,512,442,293,211,145,102,62
5,8,16,24,58,71,109,165,276,487,644,721,859,826,722,587,393,264,170,118,76
4,5,1,10,19,53,95,128,200,290,398,534,675,619,711,674,569,465,403,278,182
4,15,17,22,26,32,65,99,173,241,340,467,558,680,783,788,674,509,387,268,177
3,4,9,17,24,68,91,129,238,316,466,625,853,786,802,690,540,379,259,148,94
2,1,9,10,23,41,49,84,163,256,383,575,669,886,913,809,635,450,329,225,140
1,6,15,27,29,35,83,128,199,281,439,633,796,817,854,772,578,365,254,148,107
5,3,4,7,32,37,73,155,200,315,452,647,776,871,831,662,518,347,242,145,99
1,1,1,4,12,6,15,24,43,65,97,182,270,408,504,686,809,806,730,618,441
6,2,10,27,35,57,83,124,182,258,354,550,657,865,828,761,649,488,301,210,135
7,4,6,3,4,6,6,15,20,36,41,98,154,200,352,428,609,720,702,711,607
2,1,2,3,11,19,31,38,101,156,246,326,540,772,923,891,808,634,470,326,184
7,21,24,30,46,90,149,291,520,664,866,883,777,721,569,383,253,175,122,51,32
1,4,12,22,27,45,51,66,67,165,270,391,575,758,847,887,732,602,514,306,220
7,13,13,26,50,46,94,150,229,355,502,580,690,892,834,665,570,359,238,150,103
1,1,12,19,40,80,108,146,245,354,428,475,568,598,687,692,583,441,332,276,199
4,7,16,32,34,56,68,116,184,339,500,777,862,1055,877,648,462,288,173,111,66
4,4,8,12,26,32,65,131,196,323,431,574,724,885,859,773,636,401,298,165,118
2,4,4,8,16,18,26,26,29,47,96,194,280,416,576,747,733,758,661,519,449
1,2,13,27,54,71,113,189,300,461,644,827,861,832,697,500,352,262,147,99,50
5,7,14,16,23,33,50,94,131,226,366,520,607,758,807,855,686,499,358,249,149
2,5,14,43,54,80,164,301,455,707,920,971,880,719,581,421,293,196,115,69,30
5,7,14,16,23,34,77,143,214,326,484,700,786,821,769,681,540,383,246,162,105
1,5,10,6,8,10,26,37,86,143,274,408,554,765,873,881,854,660,458,313,221
1,5,8,8,23,40,71,98,142,232,382,587,712,873,862,847,642,425,288,153,106
4,5,10,23,43,67,128,195,392,571,803,919,870,791,626,463,321,217,135,79,54
2,4,1,1,2,3,3,1,7,4,9,10,8,16,21,26,76,91,145,265,411
5,5,17,26,56,97,197,327,553,742,767,890,792,684,434,308,238,128,79,55,17
5,5,9,24,34,54,106,119,212,292,397,574,683,764,735,657,578,408,295,186,132
2,0,2,3,12,20,23,51,91,157,251,355,566,776,870,852,772,671,427,289,213
3,12,12,23,47,71,149,242,426,578,778,901,951,860,669,494,310,190,122,83,46
4,11,15,28,51,56,103,187,371,515,652,767,835,783,744,512,380,284,198,123,70
2,5,8,6,2,2,7,29,41,62,173,245,379,442,678,837,860,821,697,500,374
6,8,18,25,44,65,118,193,331,432,643,833,854,782,693,513,408,262,189,140,60
3,2,3,4,7,10,15,20,54,90,153,380,480,735,792,917,902,714,615,397,263
2,3,6,12,20,30,55,116,189,281,407,614,814,831,836,735,605,494,340,198,153
3,4,11,19,32,49,94,127,184,250,403,560,699,686,731,662,602,445,336,213,165
4,2,4,5,5,8,12,22,36,56,102,165,284,420,598,716,853,827,776,647,483
5,12,30,56,110,186,287,371,539,736,835,827,763,581,427,330,220,120,77,54,32
2,5,10,15,20,40,33,47,63,98,160,252,377,465,627,687,773,740,669,534,380
6,20,22,53,70,120,181,259,354,500,609,655,788,690,604,516,358,256,163,106,62
2,4,10,13,18,16,40,47,99,177,235,339,476,699,857,790,822,686,520,314,233
3,1,1,2,3,1,4,5,6,19,39,62,98,127,237,376,499,639,692,790,825
3,12,25,42,64,126,202,358,488,692,790,880,841,711,550,392,257,162,117,44,38
2,5,7,20,37,46,85,157,260,466,555,718,910,864,759,649,451,301,185,140,86
2,6,9,18,23,43,44,66,108,169,302,467,633,747,789,791,682,588,378,299,155
5,9,10,9,10,25,23,31,58,125,192,267,453,605,740,872,810,726,583,434,323
4,6,10,26,39,77,157,226,397,499,663,830,933,790,631,479,348,236,136,84,63
2,4,4,8,6,4,5,17,30,56,73,138,219,318,479,660,759,956,875,789,524
4,1,10,18,19,47,65,135,229,319,500,628,718,780,866,706,572,459,316,197,142
2,3,4,8,15,21,42,55,133,207,326,438,589,728,867,868,697,544,430,273,168
4,7,5,9,16,28,34,42,108,135,220,391,592,757,923,867,776,611,429,247,197
2,1,1,2,4,9,17,21,43,62,81,120,178,264,391,536,688,647,755,644,527
4,3,9,5,1,4,8,6,33,40,88,146,230,405,592,765,940,904,867,585,448
6,5,7,33,70,121,194,305,455,566,752,791,786,685,595,417,320,218,194,118,65
2,9,11,10,8,26,39,66,111,197,262,352,527,592,748,753,729,583,454,371,279
1,3,9,21,38,49,43,79,117,191,313,407,573,677,813,781,712,628,421,291,179
4,5,14,19,47,63,90,126,206,274,424,557,705,709,713,668,633,540,352,259,127
1,3,2,13,10,20,24,28,52,88,96,149,205,315,448,574,675,736,713,649,562
3,3,5,9,27,34,50,74,98,155,314,372,545,652,858,839,718,628,466,333,222
6,4,11,23,26,48,96,136,192,328,501,689,821,859,823,704,521,347,229,167,118
4,9,14,13,32,30,40,71,111,156,263,350,518,642,745,838,708,577,441,346,234
4,4,5,13,15,36,59,78,145,215,305,391,536,658,742,793,709,590,445,306,183
6,3,2,6,17,23,34,49,67,142,203,345,507,606,722,814,707,689,533,366,260
2,7,7,16,11,14,36,52,138,201,300,386,597,736,866,834,774,547,423,261,200
2,3,3,9,17,39,57,72,116,200,366,546,696,839,889,846,663,514,328,237,135
2,4,6,14,16,43,69,79,148,200,290,438,613,811,843,785,704,550,416,277,198
1,2,5,23,26,60,100,171,212,312,432,587,728,855,813,728,559,431,253,204,119
3,2,5,11,16,35,41,56,97,140,257,374,558,669,773,795,699,614,507,347,242
3,2,4,6,23,21,54,81,142,208,360,542,680,742,821,767,657,460,323,236,167
8,16,15,19,30,37,52,70,137,205,372,551,706,887,888,826,645,415,327,181,121
3,4,3,2,5,11,17,27,29,41,81,132,199,247,316,465,584,741,743,738,717
3,6,7,4,7,12,21,26,54,101,155,250,341,556,634,744,779,749,612,482,359
5,9,7,5,9,14,24,38,61,113,250,375,526,697,823,918,795,689,510,336,233
4,6,12,26,33,66,69,116,198,278,446,659,820,878,870,696,543,396,266,164,106
1,5,5,4,7,15,15,14,19,37,48,100,183,267,388,541,688,866,869,776,672
3,5,11,13,13,12,42,50,72,92,139,196,286,393,531,675,802,838,727,571,415
1,2,2,7,8,13,31,38,69,122,215,327,442,584,683,744,705,660,505,405,272
5,11,21,40,57,105,129,149,209,278,393,469,585,673,713,702,540,439,301,236,143
6,0,2,2,2,0,3,1,5,10,2,1,11,33,50,113,176,274,409,592,782
5,12,17,15,30,33,64,104,160,235,324,387,517,634,703,725,659,544,430,294,205
2,1,3,5,2,15,18,40,30,51,84,118,209,340,508,709,739,873,795,699,535
4,5,25,19,31,49,141,192,319,493,701,830,919,840,714,588,391,256,154,112,67
5,12,10,23,40,63,117,208,276,410,530,724,749,738,744,594,438,309,236,155,116
1,2,2,6,7,9,16,21,27,45,74,96,127,204,326,450,615,821,895,825,682
1,8,19,34,57,100,136,238,366,478,620,710,801,766,669,581,414,250,197,106,82
4,12,14,6,7,12,14,27,39,50,119,172,243,270,491,598,812,809,856,685,448
4,4,7,7,3,13,10,5,20,40,60,129,215,397,560,710,866,846,803,630,477
3,4,3,14,10,28,37,81,146,227,325,442,559,777,826,915,771,571,394,272,192
2,6,1,4,5,8,7,12,37,89,112,176,257,457,627,694,819,723,620,536,438
2,2,2,5,6,7,13,12,24,57,120,204,266,459,565,727,915,822,804,637,450
1,5,9,17,30,49,73,139,256,422,602,780,850,874,682,633,487,337,215,132,91
3,3,1,1,3,7,7,14,22,62,79,140,188,243,349,477,635,751,755,705,563
7,11,10,29,65,75,144,226,371,466,634,790,901,908,749,570,381,266,181,113,81
2,6,4,2,2,6,9,11,24,40,79,119,185,281,383,584,727,821,832,727,533
2,1,6,5,7,15,16,38,41,50,95,141,192,362,488,658,723,756,791,706,554
3,9,11,15,37,66,110,163,290,432,551,796,809,785,695,664,516,335,194,117,92
2,4,5,11,14,23,49,68,134,194,312,406,533,709,842,826,679,500,370,237,167
1,6,10,14,29,42,77,119,178,275,358,480,615,746,772,789,734,519,386,268,149
2,3,4,9,16,23,28,39,57,82,149,224,311,373,496,659,633,663,664,596,441
2,0,4,8,8,16,21,33,40,81,154,210,331,463,675,766,757,736,654,549,401
1,4,3,11,12,56,73,149,238,352,563,739,897,921,880,608,467,296,174,125,84
5,8,15,33,56,96,143,204,313,422,563,767,803,849,655,538,443,314,196,105,60
4,11,12,18,34,74,137,213,296,437,501,771,865,834,737,545,464,319,186,135,91
3,5,9,12,12,22,55,93,140,246,393,606,707,832,760,677,564,446,359,238,162
5,16,27,40,76,112,175,239,423,631,760,841,832,778,633,438,310,194,110,83,50
1,3,7,10,18,40,98,140,245,412,648,772,799,795,699,591,460,310,241,152,103
2,2,1,3,5,7,11,20,33,78,111,172,267,394,551,647,705,802,734,632,495
6,1,2,6,4,11,17,26,47,76,125,241,376,491,642,775,859,786,662,479,408
4,8,8,15,17,27,41,71,148,218,342,456,598,784,802,844,662,531,364,277,154
3,7,8,19,22,29,27,41,64,75,105,179,234,329,458,638,601,822,770,678,540
3,2,3,4,4,5,1,5,2,2,7,9,19,27,48,86,113,198,285,410,568
4,8,17,41,72,115,191,283,428,552,749,815,806,752,593,419,324,211,122,66,58
2,14,18,27,80,106,191,262,416,493,680,781,816,794,632,530,339,251,132,80,61
5,17,31,66,110,209,307,420,552,767,841,832,719,571,398,249,168,90,73,59,29
6,4,17,32,32,37,74,144,259,376,544,697,797,891,765,638,473,358,251,163,116
2,4,4,11,17,38,43,69,108,158,276,446,569,686,818,745,754,557,430,339,256
2,1,1,2,0,2,3,4,4,1,5,5,11,22,25,37,46,86,132,181,272
4,6,7,20,20,43,88,141,249,352,633,785,869,885,807,650,417,281,197,150,82
2,6,13,16,24,61,97,153,262,379,462,668,793,880,832,708,457,353,240,159,105
5,8,11,37,80,124,164,217,284,442,611,715,834,850,740,589,439,290,208,115,87
3,2,4,8,10,15,29,36,69,76,117,173,256,424,548,668,882,860,751,695,477
6,10,20,41,91,137,267,397,555,746,791,854,838,627,459,325,242,151,102,61,33
3,5,11,18,38,67,83,157,221,399,590,753,895,960,687,623,429,255,144,118,68
5,1,2,2,0,5,12,23,34,71,98,136,142,238,330,481,640,735,791,780,602
1,4,6,16,33,46,74,158,234,317,490,626,785,795,832,705,527,363,236,142,83
2,4,1,2,12,13,20,31,50,67,99,184,296,384,533,629,784,833,728,660,536
5,0,4,5,4,10,8,16,23,46,81,131,198,352,479,655,715,769,732,689,541
1,2,2,6,15,34,50,96,128,177,288,471,728,900,992,873,733,476,323,201,142
4,6,13,45,90,198,324,469,589,824,853,785,692,540,400,278,214,162,107,73,47
3,11,24,50,97,139,247,386,525,709,795,792,694,588,510,341,273,177,113,70,52
5,4,3,5,9,29,71,107,140,222,383,546,729,872,898,724,674,468,291,186,99
2,8,8,8,13,39,66,108,232,329,475,592,732,833,802,633,474,388,232,184,117
